Unnamed: 0,url,timestamp,processed_url_text,newspaper,arquivo_url,title,authors,publish_date,text
0,https://www.cmjornal.pt/politica/amp/ex-dirigente-do-chega-admite-ter-estado-ligado-a-nova-ordem-social-mas-recusa-rotulo-de-nazi,20200131190415,ex dirigente do chega admite ter estado ligado a nova ordem social mas recusa rotulo de,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200131190415/https://www.cmjornal.pt/politica/amp/ex-dirigente-do-chega-admite-ter-estado-ligado-a-nova-ordem-social-mas-recusa-rotulo-de-nazi,Ex-dirigente do Chega admite ter estado ligado à Nova Ordem Social mas recusa rótulo de nazi,[],,"O ex-conselheiro nacional do Chega Tiago Monteiro, que deixou o cargo na sequência de notícias sobre a sua ligação a um movimento extremista, admitiu esta sexta-feira ter estado ligado à Nova Ordem Social, mas recusou ser nazi. Tiago Monteiro, que integrava também o núcleo de Mafra do partido liderado por André Ventura, renunciou aos cargos que desempenhava em meados de janeiro, um dia depois de a revista Sábado ter publicado uma investigação que o envolvia. De acordo com aquela publicação, Tiago Monteiro teve ligações à Nova Ordem Social (NOS), movimento de extrema-direita liderado por Mário Machado e entretanto suspenso, tendo inclusivamente estado à frente do núcleo de Sintra daquela organização. Hoje, Tiago Monteiro disse à Lusa que participou ""na Nova Ordem Social numa fase de recolha de assinaturas"" porque na altura o movimento ""se dizia nacionalista e não nazi"". ""Não sou racista, não sou nazi"", apontou, referindo que se afastou ""no final de 2014"" e a sua ligação à NOS durou ""dois, três meses, se tanto"", sendo que até nem chegou a entregar as assinaturas que recolheu. ""Eu nunca participei em nada [da NOS]. A única coisa que fiz foi recolher assinaturas"", acrescentou o ex-dirigente do Chega, recusando ter estado à frente da concelhia de Sintra daquela organização. Segundo o ex-conselheiro nacional, quando foi publicada a informação relativa ao núcleo de Sintra e o seu nome constava lá, ele já não estava ligado à NOS, pelo que isso foi feito ""à [sua] revelia"". Sobre a sua saída do Chega, Tiago Monteiro afirmou que não ""ia desmentir uma coisa que é verdade"", e por isso não assinou o desmentido exigido pelo presidente do partido. ""Não havia necessidade de mentir sobre algo que sempre admiti, apesar de a palavra nazi ser um bocado exagerada"", assinalou. Ainda assim, referiu que ter estado ligado à NOS não é algo de que se orgulhe e mostrou-se ""arrependido, tendo em conta o desfecho que isto teve"". Tiago Monteiro justificou igualmente que saiu do Chega por ""não querer prejudicar o partido"" e por não querer ver o seu nome ""agregado a essas pessoas"" de que a Sábado fala na sua reportagem. O ex-conselheiro nacional do Chega apresentou a sua renúncia em 17 de janeiro, depois de o presidente do partido, André Ventura, ter dito aos jornalistas que não iria tolerar nem admitir ""qualquer presença em órgãos dirigentes de militantes que estejam ou tenham estado ligados, quer a atos violentos, quer a atos subversivos, ligados a movimentos extremistas, movimentos violentos ou movimentos racistas"". O presidente do Chega assinalou que exigiu ""a todos os que foram envolvidos"" na investigação ""que fizessem um desmentido imediato de qualquer ligação atual ou passada a movimentos como o NOS, ou outros"". Contactado pela Lusa na altura, não quis prestar declarações, mas hoje Tiago Monteiro confirmou ter recusado assinar tal documento. A revista Sábado dá conta de que existem mais responsáveis do Chega que já tiveram ligações ao NOS ou a outras organizações deste género, como é o caso do presidente da Mesa da Convenção Nacional, Luís Filipe Graça."
1,https://www.cmjornal.pt/politica/amp/salazar-era-um-bom-homem-jotas-do-chega-pertenceram-a-grupos-fascistas,20200518020724,salazar era um bom homem jotas do chega pertenceram a grupos,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200518020724/https://www.cmjornal.pt/politica/amp/salazar-era-um-bom-homem-jotas-do-chega-pertenceram-a-grupos-fascistas,"""Salazar era um bom homem"": Jotas do Chega pertenceram a grupos fascistas",[],,"Além destas frases racistas e salazaristas, publicadas no Twitter, o passado de Tasanis também estará ligado à extrema-direita: Tasanis terá pertencido ao núcleo de Évora do movimento neonazi Nova Ordem Social (NOS), garantem à SÁBADO duas fontes ligadas ao movimento extinto de Mário Machado."
2,https://www.cmjornal.pt/politica/detalhe/be-diz-que-nao-ha-gente-seria-na-bancada-do-chega-andre-ventura-protesta,20200205010912,be diz que nao ha gente seria na bancada do chega andre ventura,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200205010912/https://www.cmjornal.pt/politica/detalhe/be-diz-que-nao-ha-gente-seria-na-bancada-do-chega-andre-ventura-protesta,,,,"O debate na especialidade do Orçamento do Estado para 2020 prosseguia sobre matérias de saúde, com o deputado único do Chega a acusar o Governo de não ter cumprido a sua promessa de dar médicos de família a todos os portugueses. ""O que falta no PS são socialistas"", acusou Ventura, parafraseando o deputado socialista Porfírio Silva que, antes no debate, já tinha dito mesmo sobre os sociais-democratas no PSD a propósito de matérias da educação. Se houve resposta imediata das bancadas do PS e até da do Governo, a mais dura chegou por parte do Bloco de Esquerda. ""A política de saúde é uma discussão séria que precisa de gente séria para fazer essa discussão, não encontramos essa gente séria na bancada do Chega"", afirmou o deputado Moisés Ferreira. ""Não há gente séria daquele lado nesta discussão, aqui, sim, no BE há quem defenda o Serviço Nacional de Saúde"", afirmou, numa afirmação que gerou alguns aplausos na bancada do PS, mas também protestos do outro lado do hemiciclo. André Ventura pediu a defesa da honra para dizer que aceita ""ouvir tudo"", mas recusa lições de moral ou de caráter. ""Não lhe admito que coloque que em causa o caráter e honra de quem quer que seja e muito menos a minha, não a si, nem a ninguém dessa bancada"", respondeu. Na réplica da defesa da honra, Moisés Ferreira reafirmou a crítica - ""não há gente séria na bancada do Chega, até prova em contrário é assim"" - e até a adaptou à gíria futebolística. ""Numa terminologia que talvez compreenda melhor, no que toca ao SNS, no que toca ao Estado social, o senhor está fora de jogo"", acusou. O vice-presidente da Assembleia da República que conduzia os trabalhos, José Manuel Pureza, já não deu a palavra a Ventura para uma 'tréplica', mas apenas à líder parlamentar do CDS-PP, Cecília Meireles, que também se sentiu atingida pela intervenção do BE. ""O senhor deputado disse que deste lado do hemiciclo não havia gente séria. Terá as discussões que entender com a bancada do Chega, agora, senhor presidente, há coisas que não são admitidas aqui"", afirmou. Pureza apelou ao avanço nos trabalhos, dizendo ""ser compreensível que os debates estejam acalorados e que haja alguma fadiga"". Em comunicado, o partido Chega questionou ""como irá reagir o presidente da Assembleia da República, Eduardo Ferro Rodrigues"" ao incidente: ""Também fará um comunicado a condenar as palavras do deputado do Bloco de Esquerda ou esse instrumento só é utilizado contra André Ventura? Terá isto que 'ser travado a tempo' também?"", pergunta o partido. No debate orçamental, antes, a deputada do PS Hortense Martins tinha acusado André Ventura de ""fazer um número de teatro"", realçando que 93% dos portugueses ""já têm médico de família"". Na mesma linha, o secretário de Estado do Orçamento, João Leão, reiterou que neste Orçamento ""o SNS terá o maior reforço orçamental de sempre"", contra ""a perceção do que a direita gosta de dizer"". Na área da saúde, o deputado único da Iniciativa Liberal, João Cotrim Figueiredo, apelou ao voto favorável na proposta do partido que quer estender o SIGA SNS (Sistema Integrado de Gestão do Acesso no Serviço Nacional de Saúde) ao setor social e privado: ""Só não vê quem não quer que o SNS está à beira da implosão e não terá solução até haver real concorrência entre prestadores de saúde e a opinião do doente não contar nada"", avisou. Durante o debate desta manhã, foi manifestada abertura pela bancada do PS para aumentar a remuneração de recrutas das Forças Armadas, proposta pelo PSD, com o deputado socialista Diogo Leão a considerar que ""será mais um passo positivo em torno da atratividade"" das carreiras militares. BE e PCP reafirmaram as suas propostas de reforço de efetivos das forças de segurança e ""Os Verdes"" na área da conservação das florestas. As deputadas e líderes da JS e JSD, Maria Begonha e Margarida Balseiro Lopes, respetivamente, usaram da palavra para defender as propostas na área do ensino superior. A socialista destacou o aumento do valor das bolsas acima do das propinas, enquanto a social-democrata sublinhou a importância de reforçar o complemento do apoio ao alojamento para estudantes que não tenham lugar em residências universitárias. O secretário de Estado da Ciência, Tecnologia e Ensino Superior, João Sobrinho Teixeira, até admitiu que seria positivo um aumento no complemento de alojamento, mas desde que distinguisse o preço da habitação nas várias zonas do país, o que não acontece com a proposta do PSD. ""Generalizar igualmente para todos o complemento de alojamento, sem ter em conta os preços da habitação nas várias zonas do país, é estar a fazer aumentar a especulação sobre o preço das rendas para os estudantes que não são bolseiros"", considerou o governante. Também a proposta defendida em plenário pelo PSD de estender o programa de manuais gratuitos aos alunos das escolas provadas - limitando-o à escolaridade obrigatória ou a níveis de rendimento anuais inferiores a 40 mil euros - foi criticada pelo PS e pelo Governo. ""As propostas do PSD são contra a responsabilidade constitucional de promover a escola pública (...) Esperávamos que todos os sociais-democratas entendessem isto, o problema é que faltam sociais-democratas no PSD"", criticou o deputado do PS Porfírio Silva. Também a secretária de Estado da Educação, Susana Amador, considerou que a gratuitidade dos manuais escolares ""não pode ser alvo de uma condição de recurso""."
6,https://www.cmjornal.pt/politica/amp/andre-ventura-anuncia-candidatura-a-presidencia-da-republica,20200208182812,andre ventura anuncia candidatura a presidencia da,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200208182812/https://www.cmjornal.pt/politica/amp/andre-ventura-anuncia-candidatura-a-presidencia-da-republica,,,,"Your browser doesn’t support HTML5 video

O presidente do Chega, André Ventura, anunciou este sábado que vai candidatar-se a Presidente da República nas eleições de janeiro de 2021.No vídeo ao qual o CM teve acesso, partilhado com militantes e dirigentes do chega, Ventura afirma que não irá suspender o mandato de deputado à Assembleia da República e admite perder a candidatura presidencial. ""Marcelo Rebelo de Sousa é a face deste sistema: Nasceu no sistema, cresceu com o sistema e defende este sistema. Nós somos precisamente o oposto. Podemos não ganhar, mas vamos travar uma luta com grande dignidade"", enfatiza."
7,https://www.cmjornal.pt/politica/amp/andre-ventura-anuncia-decisao-sobre-candidatura-presidencial-em-fevereiro,20200112192206,andre ventura anuncia decisao sobre candidatura presidencial em,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200112192206/https://www.cmjornal.pt/politica/amp/andre-ventura-anuncia-decisao-sobre-candidatura-presidencial-em-fevereiro,,,,"O líder do Chega, André Ventura, admitiu este sábado que o partido está divido em relação à sua eventual candidatura à Presidência da República e remeteu para fevereiro o anúncio da decisão final. ""Ficou claro que não há unanimidade dentro do partido, entre os conselheiros nacionais, em relação a uma eventual candidatura minha à Presidência da República"", disse à agência Lusa André Ventura, no final do Conselho Nacional do Chega, realizado hoje na Nazaré. No encontro que teve como objetivo ouvir os conselheiros sobre a escolha do candidato a Presidente da República foi patente ""uma divisão quase igualitária"" entre os que defendem a candidatura do líder e aqueles que ""defendem que não seja [candidato], com os riscos que isso pode ter na questão do exercício do mandato como deputado na Assembleia da República"", afirmou André Ventura. Ainda assim, o fundador do partido não descarta a possibilidade de candidatar-se à Presidência da República, tema sobre o qual estará ""em reflexão"" até ao próximo mês de fevereiro, altura em que anunciará a decisão num novo Conselho Nacional, em Portalegre. Na reunião de hoje ficou ainda assente que ""o Chega não coloca a hipótese de apoiar a candidatura de Marcelo Rebelo de Sousa"", acrescentou André Ventura. O perfil do candidato ""terá que ser o de alguém claramente antissistema, claramente para pôr o dedo na ferida nos processos anti-corrupção, nos processos de falta de transparência e nos processos de verdadeiro saque em que está o estado democrático hoje"", concluiu."
8,https://www.cmjornal.pt/politica/amp/andre-ventura-apresenta-candidatura-a-belem-e-defende-criacao-da-quarta-republica,20200301183825,andre ventura apresenta candidatura a belem e defende criacao da quarta,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200301183825/https://www.cmjornal.pt/politica/amp/andre-ventura-apresenta-candidatura-a-belem-e-defende-criacao-da-quarta-republica,"André Ventura apresenta candidatura a Belém e defende criação da ""quarta República""",[],,"O presidente do Chega, André Ventura, defendeu sábado à noite a criação de um ""outro regime"" para o país, com a criação de uma ""quarta República"", considerando que a atual ""já não serve"". ""Nós não nos escondemos e por isso estamos aqui a dizer hoje que queremos outro regime para Portugal, que esta República já não serve e que queremos passar para a quarta República portuguesa"", disse. André Ventura, que falava no sábado à noite em Portalegre, no decorrer da sua apresentação como candidato à Presidência da República nas eleições de janeiro de 2021, considerou aquela ação política como ""um grande passo"" para o projeto político que tem para Portugal. ""Hoje damos este primeiro grande passo, nós não somos como aqueles que ficam escondidos atrás do arbusto toda a vida, damos a cara, dizemos ao que vimos e o projeto enorme de mudança que temos para Portugal"", disse. Ao longo do seu discurso para uma plateia de cerca de 500 apoiantes, André Ventura lançou várias críticas ao Presidente da República, Marcelo Rebelo de Sousa, e ao primeiro-ministro, António Costa, considerando ainda que a Constituição ""já não serve"" o país. ""Enquanto houver portugueses a ganhar pensões de 100 euros, estaremos nas tintas para a Constituição. Enquanto houver polícias agredidos nos seus quartéis, professores, bombeiros e profissionais de saúde, estaremos nas tintas para a Constituição"", disse. ""Enquanto nos disserem que não podem haver leis sérias contra a corrupção, nós estamos nas tintas para a Constituição"", acrescentou. André Ventura criticou ainda Marcelo Rebelo de Sousa por manter uma postura de ""silêncio"" em determinadas matérias, como a corrupção, revelando que gostaria de ver um Presidente da República que ""chamasse à atenção"" em determinados casos que se passam na vida pública. É uma espécie de Presidente que nos conta como é que o jogo foi quando o jogo já acabou"", disse. ""Acreditem, não serve para mais nada, serve só para ser aquela palavra de consolo, mas eu para isso tenho a mãe, a avó, não preciso de um presidente. Marcelo Rebelo de Sousa quer ser uma espécie de avozinho dos portugueses"", acrescentou. André Ventura anunciou ainda que vai apresentar na Assembleia da República um projeto de lei que visa a prisão perpétua para violadores e homicidas. ""Agora façam como quiserem, chumbem, não deixem ir à discussão, digam que tem erros, digam que não querem, mas vão ter de decidir"", disse. André Ventura, que é deputado único do Chega, eleito nas legislativas de 2019, justificou a escolha de Portalegre para apresentar a candidatura por se tratar de ""uma das zonas mais esquecidas do país""."
9,https://www.cmjornal.pt/politica/amp/andre-ventura-desafia-presidente-da-republica-para-referendo-sobre-a-eutanasia,20200220190136,andre ventura desafia presidente da republica para referendo sobre a,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200220190136/https://www.cmjornal.pt/politica/amp/andre-ventura-desafia-presidente-da-republica-para-referendo-sobre-a-eutanasia,André Ventura desafia Presidente da República para referendo sobre a eutanásia,[],,"O deputado do Chega desafiou esta quinta-feira o Presidente da República a aceitar um referendo sobre a morte medicamente assistida e pediu que ""não se esqueça"" que Adolf Hitler despenalizou a eutanásia na Alemanha. Em pouco mais de um minuto, no debate sobre os projetos de lei sobre a despenalização da eutanásia, no parlamento, André Ventura desafiou os deputados e Marcelo Rebelo de Sousa a ""não se esquecerem"" dos portugueses que estão ""lá fora"" e ""querem a oportunidade"" de se pronunciar. Para António Ventura, ""é no mínimo uma provocação histórica para a maioria dos portugueses"" que a decisão sobre a morte medicamente assistida aconteça hoje, dia em que passam 100 anos sobre o dia em que Jacinta Marto, uma das três pastorinhas"" de Fátima, morre. E lembrando Hitler, mostrou um papel que disse ser o decreto do ditador alemão que instituiu a despenalização da eutanásia e pediu: ""Aqui está ele para que não se esqueça quem promove estas práticas"", afirmou."
10,https://www.cmjornal.pt/politica/amp/andre-ventura-diz-que-portugal-precisa-de-um-novo-regime-e-aponta-criticas-a-corrupcao-e-aos-impostos,20200430005944,andre ventura diz que portugal precisa de um novo regime e aponta criticas a corrupcao e aos,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200430005944/https://www.cmjornal.pt/politica/amp/andre-ventura-diz-que-portugal-precisa-de-um-novo-regime-e-aponta-criticas-a-corrupcao-e-aos-impostos,"André Ventura diz que Portugal precisa de ""um novo regime"" e aponta críticas à corrupção e aos impostos",[],,"O deputado único do Chega, André Ventura, defendeu este sábado na Assembleia da República uma nova revolução, argumentando que Portugal precisa de ""uma nova madrugada"" que traga um ""novo regime"" porque ""este já não serve"". ""Hoje celebramos o fim de uma ditadura e o início de um regime democrático mas, porque não dizê-lo, precisamos de outro, precisamos de outro"", afirmou o líder demissionário do Chega na sessão solene que comemora o 46.º aniversário do 25 de Abril. Falando no parlamento, o deputado considerou que o atual regime ""já não serve"", apontando várias críticas à corrupção, aos impostos, e à forma como são tratados os ""profissionais na linha da frente"" do combate à pandemia de covid-19. ""E pelo respeito enorme que temos àqueles que lutaram naquela manhã para fazer um regime diferente, também hoje precisamos que uma nova madrugada venha para nos trazer um novo regime"", apontou. Assinalando que o fundador do PSD ""Francisco Sá Carneiro dizia que naquele dia os militares realizaram um ato heroico de libertação de si mesmos, mas consigo quiseram libertar Portugal inteiro"", André Ventura assinalou que ""talvez os militares daquela manhã tenham conseguido libertar-se a si próprios, mas não conseguiram libertar Portugal inteiro"". ""Essa ainda vai ser a nossa missão de o concretizar. Pode não ser correto, pode não ser politicamente aceitável, pode nem ser moralmente viável, mas hoje é o momento em que há uma força política nesta Assembleia que diz o 25 de Abril não esqueceremos, mas queremos outro, queremos outra democracia, e queremos outra república, queremos a quarta República portuguesa"", salientou o dirigente do Chega."
11,https://www.cmjornal.pt/politica/amp/andre-ventura-propoe-deportacao-da-deputada-joacine-katar-moreira,20200128181005,andre ventura propoe deportacao da deputada joacine katar,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200128181005/https://www.cmjornal.pt/politica/amp/andre-ventura-propoe-deportacao-da-deputada-joacine-katar-moreira,André Ventura propõe deportação da deputada Joacine Katar Moreira,[],,"O líder do Chega, André Ventura, propôs esta terça-feira a deportação de Joacine Katar Moreira, deputada do Livre. Ventura reagiu a uma notícia sobre a proposta do Livre para que o património das ex-colónias em museus seja devolvido às comunidades de origem. ""Eu proponho que a própria deputada Joacine seja devolvida ao seu país de origem. Seria mais tranquilo para todos... inclusivamente para o seu partido! Mas sobretudo para Portugal!"", disse o líder do Chega."
12,https://www.cmjornal.pt/politica/amp/andre-ventura-quer-plano-de-confinamento-especifico-para-comunidade-cigana,20200508003542,andre ventura quer plano de confinamento especifico para comunidade,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20200508003542/https://www.cmjornal.pt/politica/amp/andre-ventura-quer-plano-de-confinamento-especifico-para-comunidade-cigana,André Ventura quer plano de confinamento específico para comunidade cigana,[],,"O deputado e líder do Chega, André Ventura, quer um plano de confinamento específico para a comunidade cigana, avança o jornal I."
